id,name,fullname,account_private,owner,Description,star_count,lang,forkscount,forks,issues,time_creation
904493648,pandas_exercises,Aadi6182831/pandas_exercises,False,189071221,Practice your pandas skills!,0,,0,0,0,2024-12-17T02:11:38Z
905032955,python_essentials_for_data_engineers,Aadi6182831/python_essentials_for_data_engineers,False,189071221,Code for blog at https://www.startdataengineering.com/post/python-for-de/,0,Python,0,0,0,2024-12-18T02:59:48Z
